date,cases_raw,deaths_raw,hosp_nice,hosp_combined,icu_daily,rt_rivm,rt_low,rt_up,prevalence_rivm,sewage_rna,radar_contact_rate,radar_infected_contact,radar_infectious_contact,coronamelder_positives,cases_sm7,deaths_sm7,hosp_sm7,radar_c_sm7,radar_z_sm7,radar_cI_sm7,radar_I_frac_sm7,radar_I_count_sm7,cm_positives_sm7,sewage_sm7,hosp_nice_old,hosp_combined_old,icu_daily_old,radar_contact_rate_old,radar_infected_contact_old,radar_infectious_contact_old,hosp_sm7_old,radar_c_sm7_old,radar_cI_sm7_old,radar_I_frac_sm7_old,hosp_adm,hosp_notif,icu_adm,icu_notif,icu_sm7,tests_total,tests_positive,prev_json_avg,prev_json_low,prev_json_up,positivity_rate
2021-06-29,527.0,4.0,9,9,0,2.4,2.26,2.53,5378.0,7660652881123.75,2.62649766950297,0.0039850721931758,0.0052018933931916,47.0,649.0,2.1429,8.57142857142857,2.79956929673725,0.0061,0.0059063069632566,0.0021097198666023,24991.7,61.0,6064904011489.99,,,,2.54599738757231,0.0044784474715432,0.0028363500653106,,2.7153,0.0039,0.00143631,9,15,0,0,1.42857142857143,20159.0,621.0,,5378.0,15941.0,0.030805099459298577
2021-06-30,636.0,0.0,4,4,1,2.67,2.54,2.8,4767.0,4009502617060.47,2.76761335435978,0.0027610864095622,0.0075702408326351,49.0,730.428571428571,2.2857,7.85714285714286,2.78078559700723,0.0055,0.0060290050471539,0.0021680941722521,22273.4,72.7142857142857,5963070577949.65,,,,2.74771241830065,0.0070588235294117,0.0044705882352941,,2.7342,0.0035,0.00128008,4,9,1,1,1.57142857142857,19031.0,852.0,,4767.0,15694.0,0.0447690610057275
2021-07-01,822.0,4.0,9,9,0,2.93,2.81,3.06,4194.0,3036902010423.78,3.24369199762922,0.0012776349523105,0.0050529657505758,78.0,830.285714285714,2.1429,8.14285714285714,2.79511072517712,0.0059,0.0063459861633111,0.0022703881124097,23210.9,84.5714285714286,6681618298529.58,,,,2.81966908347276,0.0053913366796802,0.0034145132304641,,2.7737,0.0037,0.00133396,9,5,0,0,1.28571428571429,19491.0,1043.0,,4194.0,16078.0,0.05351187727669181
2021-07-02,940.0,6.0,10,10,4,3.03,2.91,3.15,3317.0,4445874697387.67,2.76884534495078,0.0017246537324303,0.0056667948990087,120.0,965.285714285714,2.2857,8.14285714285714,2.81720516571174,0.0057,0.0063232451992025,0.0022445100116111,22521.8,109.571428571429,6834387819083.46,,,,2.87873498305781,0.0053393572235342,0.0033815929082383,,2.7813,0.0036,0.00129436,10,7,4,0,1.14285714285714,19057.0,1162.0,,3317.0,17364.0,0.060974969827360025
2021-07-03,1120.0,1.0,5,5,1,2.81,2.72,2.91,2156.0,4433521095507.11,2.78816546030587,0.0033205380000396,0.0066697655017668,135.0,1203.14285714286,1.8571,7.57142857142857,2.80677250993863,0.0061,0.0068714160124349,0.0024481556621007,24421.5,145.428571428571,6858113888288.12,,,,2.97384789369522,0.0043822448402601,0.0027754217321647,,2.7787,0.0039,0.00140353,5,3,1,2,1.28571428571429,15064.0,1138.0,,2156.0,20275.0,0.07554434413170473
2021-07-04,1200.0,0.0,11,11,1,2.31,2.25,2.38,1243.0,17227511989775.8,3.15136443165326,0.0014865014954289,0.0069712072561845,130.0,1626.71428571429,2.1429,8.57142857142857,2.82573959776448,0.0058,0.006891201482708,0.0024387248875161,23083.5,203.714285714286,8021203703381.01,,,,3.1537301311057,0.0077735236106276,0.0049232316200642,,2.789,0.0037,0.00132664,11,3,1,0,1.14285714285714,17758.0,1559.0,,1243.0,23889.0,0.08779141795247213
2021-07-05,1512.0,1.0,9,9,1,1.76,1.71,1.8,,7026749442305.62,2.37425790158032,0.0059022549629541,0.007129848761055,208.0,2279.57142857143,1.8571,9.57142857142857,2.77855913086571,0.0072,0.0072860195005244,0.0026222294208489,27928.4,277.428571428571,11173207315566.7,,,,2.34933831014591,0.005259586019681,0.0033310711457979,,2.8036,0.0045,0.00160508,9,14,1,3,1.14285714285714,32030.0,3091.0,,,,0.09650327817670934
2021-07-06,2192.0,1.0,5,5,1,1.39,1.36,1.42,,7826735365556.4,2.55346907909119,0.0033101415207745,0.0090390890858183,298.0,3128.28571428571,1.2857,10.4285714285714,2.84390689822524,0.0083,0.0084181954838019,0.002960081249163,32105.6,371.571428571429,14483604847873.3,,,,2.5276618656616,0.0076726342710997,0.0048593350383631,,2.8182,0.0052,0.00184515,5,9,1,3,1.0,38026.0,4997.0,,,,0.13141008783463945
2021-07-07,3601.0,2.0,11,11,0,1.23,1.2,1.26,,12151131322710.7,2.90038296914072,0.0021310068529217,0.0077087391245472,457.0,4428.85714285714,1.2857,12.2857142857143,2.82274973855893,0.0087,0.0089562922145798,0.0031728963047047,34000.1,470.0,19510744815504.6,,,,2.82018383761011,0.0049789352738414,0.0031533256734329,,2.8147,0.0055,0.00195403,11,5,0,1,1.14285714285714,43494.0,7397.0,,,,0.170069434864579
2021-07-08,5392.0,2.0,16,16,0,1.17,1.14,1.2,,25100927295723.7,2.91342872933784,0.006565731483892,0.0078166918752903,594.0,5586.42857142857,1.4286,13.4285714285714,2.75632226256224,0.0088,0.0095734937405056,0.0034732853522019,34876.0,619.857142857143,24326056921515.2,,,,2.92146106502542,0.0147176879850147,0.0093212023905093,,2.7939,0.0056,0.00200437,16,10,0,0,1.71428571428571,50239.0,9408.0,,,,0.18726487390274488
2021-07-09,6881.0,2.0,16,16,3,1.11,1.09,1.14,,27618657423533.5,3.22627971646748,0.002167943618558,0.0135920267819511,779.0,6574.85714285714,1.2857,15.1428571428571,2.71435550711994,0.0093,0.0093689891220394,0.0034516440817954,36769.3,726.571428571429,28245031902455.6,,,,2.98107686305111,0.0130706203667577,0.0082780595656132,,2.792,0.0059,0.00211318,16,12,3,0,2.0,52144.0,8883.0,,,,0.1703551702976373
2021-07-10,10224.0,1.0,18,18,2,1.03,1.0,1.06,,39623500868926.5,2.64006534264171,0.0091750719702406,0.0104364426172126,824.0,7376.0,1.5714,17.8571428571429,2.74553718807547,0.0089,0.0088102280577038,0.0032089268708392,34729.3,837.571428571429,32610460314296.1,,,,2.94961156668105,0.0073370738023306,0.0046468134081427,,2.8057,0.0056,0.00199594,18,3,2,2,2.57142857142857,46757.0,7956.0,,,,0.17015634022713177
2021-07-11,9303.0,1.0,19,19,5,0.91,0.89,0.94,,50934696731849.6,2.6863720996764,0.0075036938575019,0.0112916179376646,1179.0,8348.0,1.4286,21.1428571428571,2.69823334112495,0.0096,0.0090274291943554,0.0033456814341311,38355.1,929.857142857143,37452672522545.8,,,,3.00772772114436,0.0083853995396251,0.0053107530417625,,2.7673,0.0061,0.00220431,19,7,5,4,2.85714285714286,48493.0,7673.0,,,,0.1582290227455509
2021-07-12,8431.0,0.0,21,21,3,0.8,0.78,0.82,,34459574308888.9,2.08049061348426,0.0115090034365497,0.0056983164317922,955.0,9146.0,1.5714,25.2857142857143,2.66011623959575,0.008,0.0083711123714912,0.0031468972095607,32440.1,996.142857142857,43606558655447.3,,,,2.33636250466824,0.0090875140047304,0.0057554255363293,,2.7355,0.0051,0.00186438,21,30,3,5,3.57142857142857,62178.0,9504.0,,,,0.15285149088101901
2021-07-13,7800.0,3.0,24,24,5,0.73,0.71,0.75,,38384734248439.5,2.77174084577987,0.0082135158839868,0.0051277616354689,1075.0,9771.28571428571,1.5714,30.4285714285714,2.58907494242942,0.0069,0.0068634234281148,0.0026509172506511,27768.7,1014.71428571429,46271208860766.3,,,,2.62316013477567,0.0044334101791097,0.0028078264467695,,2.6944,0.0043,0.0015959,24,29,5,5,4.42857142857143,68914.0,11181.0,,,,0.16224569753605944
2021-07-14,10405.0,1.0,34,34,2,0.71,0.69,0.73,,46046616780459.2,2.5692560404871,0.0119530118410029,0.0092291470811085,1103.0,9889.28571428571,1.4286,33.8571428571429,2.66891133143119,0.0063,0.0056376726435317,0.0021123491729148,25869.8,1014.0,43671515465148.2,,,,2.55189388759743,0.0102557090113497,0.0064952823738547,,2.6904,0.004,0.00148677,34,14,2,2,4.71428571428571,72023.0,11406.0,,,,0.15836607750301987
2021-07-15,10978.0,3.0,45,45,5,0.7,0.68,0.73,,68178130226034.1,2.64660901863342,0.0079783669745933,0.0032224741152403,1058.0,10015.0,1.4286,40.0,2.68470795473608,0.0054,0.0051720654053296,0.0019264908856122,22131.6,957.142857142857,39952397781421.6,,,,2.69868136193663,0.0035426097224955,0.0022436528242472,,2.6731,0.0034,0.00127193,45,40,5,3,4.85714285714286,69306.0,10366.0,,,,0.14956857992093037
2021-07-16,11258.0,2.0,52,52,9,0.71,0.69,0.73,,,2.72899063630315,0.0089475708931717,0.0030382041783164,909.0,10078.2857142857,1.7143,51.1428571428572,2.7747681908143,0.0054,0.0049436767106728,0.0017816539511439,21889.2,906.857142857143,41061277444831.6,,,,2.69357565511412,0.004930966469428,0.0031229454306377,,2.7027,0.0034,0.001258,52,40,9,6,7.71428571428571,60356.0,8790.0,,,,0.14563589369739546
2021-07-17,11050.0,0.0,42,42,4,0.71,0.69,0.73,,24025340495217.8,3.19892006565416,0.0105312086870003,0.0018561871251308,819.0,9932.0,2.0,58.8571428571429,2.66504154202841,0.0053,0.0050410085954917,0.0018915309633991,22107.6,834.428571428571,39539464383562.5,,,,2.92166666666667,0.003125,0.0019791666666666,,2.676,0.0034,0.00127055,42,14,4,4,8.57142857142857,45661.0,6934.0,,,,0.15185825978406078
2021-07-18,10183.0,1.0,62,62,6,0.7,0.68,0.73,,28619990629490.1,2.79694846281063,0.0110071693518704,0.0080323672702503,781.0,9425.0,2.2857,65.0,2.66533275588311,0.0049,0.0045026094572351,0.0016893235740628,20053.5,750.714285714286,37943266488296.4,,,,2.88649957277129,0.0027057818285388,0.0017136618247412,,2.6898,0.0031,0.0011525,62,21,6,2,10.4285714285714,39885.0,6241.0,,,,0.156474865237558
2021-07-19,8874.0,2.0,99,99,23,0.7,0.67,0.72,,41112852289349.1,2.71091226603173,0.0112576559385079,0.0040995955691942,603.0,8747.14285714286,2.2857,69.0,2.61416031585043,0.0047,0.0044821329863571,0.0017145593402136,19493.6,675.0,31112860970185.5,,,,2.54334244435767,0.0087856306130417,0.0055642327215931,,2.6778,0.003,0.00112032,99,97,23,23,11.2857142857143,49475.0,6890.0,,,,0.1392622536634664
2021-07-20,6776.0,5.0,78,78,11,0.7,0.67,0.72,,29253855880824.5,2.00365430427865,0.0142722459249763,0.0058090848292015,568.0,8048.85714285714,2.4286,75.5714285714286,2.58534262908429,0.0054,0.0051755057993239,0.002001864565687,21925.7,589.857142857143,32376671834785.9,,,,2.43603133159269,0.0037103201868902,0.0023498694516971,,2.6982,0.0034,0.0012601,78,122,11,14,12.1428571428571,45526.0,6292.0,,,,0.13820673900628214
2021-07-21,6856.0,3.0,77,77,15,0.71,0.68,0.74,,36469429408862.7,2.57129453746999,0.0121716933545482,0.0054603531133124,517.0,7221.57142857143,3.0,80.8571428571429,2.54112590380334,0.0054,0.0058774388511243,0.002312927054235,21856.9,520.285714285714,35847336290769.5,,,,2.6489552238806,0.0075621890547263,0.0047893864013267,,2.7067,0.0034,0.00125614,77,72,15,12,15.0,42859.0,5714.0,,,,0.13332088942812478
2021-07-22,6233.0,3.0,73,73,11,0.73,0.7,0.76,,27195697117368.5,2.28840193840472,0.012342145066248,0.0030791388190942,528.0,6425.0,3.4286,83.0,2.53761293357905,0.006,0.0049578464542004,0.001953744161923,24536.1,446.428571428571,38154492449167.2,,,,2.61447696845927,0.0023825731790333,0.0015089630133877,,2.6948,0.0038,0.00141012,73,60,11,14,16.4285714285714,37675.0,5022.0,,,,0.13329794293297942
2021-07-23,6370.0,3.0,98,98,15,0.75,0.72,0.78,,39959537022388.5,2.52726682894018,0.0214610949188702,0.0078918138690837,313.0,5705.0,3.2857,83.2857142857143,2.41050277074537,0.0049,0.0044490074612343,0.0018456761449225,20479.1,392.285714285714,36140462373743.0,,,,2.83673828812962,0.0095103909827404,0.0060232476224022,,2.6339,0.0031,0.00117696,98,95,15,11,15.8571428571429,33026.0,4417.0,,,,0.13374311148791862
2021-07-24,5259.0,4.0,79,79,24,0.77,0.74,0.8,,48319991687103.0,2.88940298868745,0.0164785936061252,0.0067697184877335,332.0,5305.42857142857,3.0,84.5714285714286,2.50912600552414,0.0049,0.0039726781720871,0.0015832916176153,20550.9,350.857142857143,34957599137215.4,,,,2.98098969670585,0.0031925700188651,0.0020219610119479,,2.6247,0.0031,0.00118109,79,48,24,17,17.4285714285714,26609.0,3644.0,,,,0.13694614604081326
2021-07-25,4607.0,4.0,77,77,16,0.78,0.75,0.81,,44770083738273.9,2.77235767124065,0.0178288704278915,0.0015952204917834,264.0,4818.0,3.7143,85.5714285714286,2.49020266887992,0.0041,0.0037261326737604,0.0014963170348847,17244.8,308.571428571429,31875707465176.2,,,,2.80322455322455,0.0067987567987568,0.0043058793058793,,2.6234,0.0026,0.00099108,77,34,16,10,18.7142857142857,24393.0,3278.0,,,,0.13438281474193417
2021-07-26,3834.0,1.0,101,101,19,0.79,0.76,0.82,,27014641761379.9,1.82114112619598,0.0089973417344087,0.0005377226184315,224.0,4563.57142857143,3.7143,87.0,2.57669364382974,0.0047,0.0036021002057252,0.0013979543956849,19696.6,258.714285714286,30940600537443.8,,,,2.11681465038846,0.0012486126526082,0.0007907880133185,,2.6502,0.003,0.00113199,101,179,19,34,19.1428571428571,31417.0,3952.0,,,,0.12579176878759907
2021-07-27,3979.0,3.0,87,87,22,0.81,0.77,0.84,,20973813225131.1,2.69401694773002,0.0080964657402141,0.002474779805171,278.0,4143.85714285714,4.1429,85.5714285714286,2.63799552371961,0.0037,0.0025932144790523,0.0009830245941417,15051.3,239.571428571429,31576416232538.6,,,,2.37144549763033,0.0035545023696682,0.0022511848341232,,2.6589,0.0023,0.00086502,87,101,22,18,19.2857142857143,28630.0,3539.0,,,,0.12361159622773314
2021-07-28,3444.0,8.0,84,84,24,0.84,0.81,0.88,,14896187704588.4,2.43883118096042,0.0145723374964872,0.0037345346250255,221.0,3812.71428571429,4.4286,85.0,2.59130540776357,0.004,0.0022007500433813,0.0008492823874746,16536.2,215.285714285714,29088979146556.4,,,,2.64023945101475,0.0020440940283253,0.001294592884606,,2.6306,0.0025,0.00095035,84,82,24,20,18.2857142857143,26636.0,3194.0,,,,0.11991289983481003
2021-07-29,4452.0,3.0,83,83,14,0.88,0.84,0.92,,20649948623241.7,2.89383876305349,0.0050881170240636,0.002210911542848,179.0,3485.0,4.1429,83.1428571428572,2.61842047016025,0.0032,0.0020670668556346,0.0007894327435914,13118.2,192.428571428571,27090728315337.9,,,,2.80167539267016,0.0067015706806282,0.0042443280977312,,2.6528,0.002,0.00075392,83,70,14,18,18.7142857142857,23850.0,2878.0,,,,0.12067085953878406
2021-07-30,3432.0,6.0,88,88,16,0.91,0.87,0.95,,44410246888051.9,2.95637998816926,0.0047971644920786,0.0008296137823732,179.0,3237.14285714286,4.0,79.8571428571429,2.67243315543783,0.0034,0.0021400947691893,0.000800803853535,14309.7,177.0,27422693684261.2,,,,2.89777640518839,0.0021618282890673,0.0013691579164093,,2.6751,0.0022,0.0008224,88,99,16,20,18.5714285714286,22319.0,2704.0,,,,0.12115238137909405
2021-07-31,2941.0,6.0,75,75,17,0.93,0.89,0.97,,30907932085227.8,2.56257217699519,0.0029308217765223,0.0040224674380366,162.0,2984.28571428571,4.0,75.2857142857143,2.65099631947192,0.0032,0.0019113436392507,0.0007209906800743,13472.0,158.571428571429,29532179429476.0,,,,2.78312199387844,0.0054656755574989,0.0034615945197493,,2.7123,0.0021,0.00077425,75,43,17,9,17.2857142857143,17611.0,2139.0,,,,0.12145817954687411
2021-08-01,2313.0,2.0,64,64,19,0.93,0.89,0.97,,30782327919744.3,2.96216310801742,0.0126826851635531,0.0006594381775567,104.0,2891.14285714286,3.8571,73.2857142857143,2.70272171705407,0.0034,0.0016326243753327,0.0006040667690761,13312.4,153.285714285714,31915717895819.1,,,,2.9585798816568,0.0011379153390987,0.0007206797147625,,2.7448,0.0021,0.00076508,64,52,19,13,16.7142857142857,15800.0,2119.0,,,,0.1341139240506329
2021-08-02,2099.0,0.0,78,78,18,0.92,0.88,0.96,,29338399343843.1,2.19922992313904,0.0064730456355699,0.0010489180133144,116.0,2731.0,5.0,71.7142857142857,2.78179371620554,0.0026,0.0013351507118768,0.0004799603594252,10045.5,149.285714285714,34240105565428.7,,,,2.27273880502347,0.0029176709374603,0.0018478582603915,,2.7714,0.0016,0.00057733,78,113,18,30,17.8571428571429,21863.0,2771.0,,,,0.12674381374925672
2021-08-03,2209.0,3.0,55,55,13,0.93,0.89,0.97,,35740213441634.6,2.54395909596861,0.0091722392040024,0.0008735218956008,149.0,2655.14285714286,5.2857,67.8571428571429,2.77786227795369,0.0025,0.0012972910410105,0.0004670105682727,9966.7,143.571428571429,34799688078430.2,,,,2.63229252259655,0.0022596548890714,0.0014311147630786,,2.7933,0.0016,0.0005728,55,92,13,14,17.4285714285714,20493.0,2486.0,,,,0.12130971551261406
2021-08-04,2792.0,7.0,70,70,20,0.95,0.91,0.99,,31580956968990.4,2.8009089640355,0.0086216101789143,0.0017834997775989,184.0,2577.28571428571,5.7143,64.8571428571429,2.88239121329257,0.002,0.0008242590047192,0.0002859636127525,7970.7,139.142857142857,37903495788217.2,,,,2.86718485974992,0.0030415680973301,0.0019263264616424,,2.8379,0.0013,0.00045809,70,52,20,16,17.7142857142857,19532.0,2503.0,,,,0.12814867909072292
2021-08-05,3331.0,11.0,72,72,22,0.98,0.94,1.02,,36920662310508.6,3.44734275711378,0.0048617981354119,0.0001285958986571,151.0,2576.42857142857,5.7143,63.1428571428572,2.93145873517018,0.0025,0.001163012964623,0.0003967352331007,9734.6,144.0,39033398946828.2,,,,2.98799733274061,0.0011113580795732,0.000703860117063,,2.8599,0.0016,0.00055946,72,68,22,17,17.2857142857143,18361.0,2273.0,,,,0.12379500027231632
2021-08-06,2901.0,8.0,61,61,13,1.01,0.97,1.05,,48327324479062.8,2.92885992040628,0.0124607587406586,0.0005645960863091,139.0,2567.57142857143,6.0,61.0,2.99967640936492,0.0028,0.001682089697098,0.0005607570509427,10291.9,142.285714285714,39477948612905.6,,,,3.0512636415853,0.0018667432510051,0.0011822707256366,,2.8741,0.0017,0.00059149,61,67,13,19,16.5714285714286,17130.0,2195.0,,,,0.1281377699941623
2021-08-07,2396.0,9.0,54,54,19,1.03,0.98,1.07,,52634586053736.9,3.29427472436732,0.0106890291911582,0.0007112431839972,131.0,2560.85714285714,6.5714,61.8571428571429,3.00741985266222,0.0029,0.0018021665432491,0.0005992400900239,10937.3,136.428571428571,39411612012087.1,,,,3.09539401877319,0.0019646365422396,0.0012442698100851,,2.8636,0.0018,0.00062858,54,44,19,12,16.7142857142857,13349.0,1959.0,,,,0.14675256573526108
2021-08-08,2307.0,2.0,52,52,16,1.02,0.98,1.06,,38691650030021.1,3.30563576116071,0.0025187691975528,0.0030307158968833,138.0,2464.71428571429,6.8571,61.5714285714286,3.01591891119443,0.0027,0.0016469768269729,0.0005460945322036,10280.8,126.571428571429,38490330324541.2,,,,3.11252862283284,0.0045796532548249,0.0029004470613891,,2.8772,0.0017,0.00059085,52,34,16,10,16.2857142857143,12530.0,1704.0,,,,0.13599361532322427
2021-08-09,2037.0,2.0,63,63,13,1.0,0.96,1.04,,32450247006384.6,2.67675364250225,0.000849035713313,0.0046824551406398,104.0,2355.42857142857,6.2857,61.4285714285714,2.94365814589864,0.003,0.0019532884804329,0.0006635581931123,11486.3,122.428571428571,38047849549857.6,,,,2.37194860813705,0.0044967880085653,0.002847965738758,,2.8782,0.0019,0.00066013,63,108,13,26,14.5714285714286,18571.0,2449.0,,,,0.1318722739755533
2021-08-10,2162.0,7.0,61,61,14,1.0,0.96,1.04,,35275857235905.2,2.59816319904969,0.0039075470607963,0.0017140598186581,108.0,2321.57142857143,6.0,64.7142857142857,3.0878653894343,0.0032,0.0019508677800156,0.0006317852412514,12058.6,119.714285714286,35418095877335.9,,,,2.55917716934666,0.0030421555845284,0.001926698536868,,2.8859,0.002,0.00069302,61,57,14,10,14.7142857142857,16542.0,2224.0,,,,0.13444565348809093
2021-08-11,2119.0,9.0,68,68,17,1.0,0.96,1.04,,25131985156169.1,2.86040237376094,0.0058966336184613,0.000697171763666,115.0,2308.42857142857,5.5714,65.4285714285714,3.03920659820704,0.0033,0.0026680610542595,0.0008778807784352,12644.9,116.0,34551153106546.1,,,,2.96227649367641,0.0015263846489315,0.0009667102776566,,2.8897,0.0021,0.00072672,68,75,17,18,13.7142857142857,15840.0,2305.0,,,,0.14551767676767677
2021-08-12,2566.0,7.0,71,71,10,1.01,0.97,1.05,,33823296887723.5,2.94151740004329,0.0034909129623916,0.0022727774728766,122.0,2301.71428571429,5.7143,67.1428571428571,3.15324321661288,0.003,0.0023874029790678,0.0007571261761508,11242.6,112.142857142857,34395709466858.3,,,,2.99458750205019,0.0034443168771527,0.0021814006888633,,2.9406,0.0019,0.00064613,71,63,10,22,13.1428571428571,15001.0,2150.0,,,,0.14332377841477234
2021-08-13,2664.0,6.0,84,84,14,1.03,0.99,1.07,,29919048771411.1,3.93831062515589,0.001309916498484,0.0005476511833884,120.0,2330.14285714286,6.2857,69.8571428571429,3.18564907184551,0.0028,0.0019356333538357,0.0006076103519821,10431.3,111.142857142857,36347547656945.9,,,,3.10517799352751,0.0030050855293573,0.0019032208352596,,3.0025,0.0018,0.0005995,84,66,14,10,12.8571428571429,14729.0,2197.0,,,,0.14916151809355693
2021-08-14,2304.0,6.0,59,59,12,1.03,0.99,1.08,,46565986658208.4,2.9536631857765,0.0063512643758473,0.0057315961037044,105.0,2350.42857142857,6.0,69.1428571428572,3.20486734656366,0.0028,0.0018630399237339,0.0005813157682584,9811.9,112.857142857143,38134767234037.9,,,,3.12219893599871,0.0032242463324198,0.0020420226771992,,3.0147,0.0017,0.0005639,59,43,12,9,12.7142857142857,12317.0,2059.0,,,,0.16716732970690915
2021-08-15,2260.0,3.0,64,64,12,1.02,0.98,1.06,,37603544552206.2,4.1038920900016,0.0010412181750895,0.0010661093705414,111.0,2445.57142857143,5.7143,67.7142857142857,3.16719762208964,0.0027,0.0017926343987684,0.0005660001719708,9890.7,110.285714285714,38151705210879.4,,,,3.46895170264856,0.0020031159581571,0.0012686401068328,,2.9907,0.0017,0.00056843,64,31,12,7,13.0,11281.0,1860.0,,,,0.16487900008864462
2021-08-16,2236.0,6.0,82,82,11,1.01,0.97,1.05,,46113114336997.9,2.9035946291307,0.0016561863368122,0.0015200677640147,97.0,2433.85714285714,5.5714,68.5714285714286,3.27135085503853,0.0028,0.001570767441115,0.0004801586594405,10314.8,107.0,38380469760086.7,,,,2.80525096525097,0.0033976833976834,0.0021518661518661,,3.0364,0.0018,0.00059281,82,103,11,13,13.5714285714286,18619.0,2498.0,,,,0.1341640259949514
2021-08-17,2304.0,5.0,56,56,13,1.0,0.97,1.04,,47786394275549.0,2.73269112207673,0.0013792450983171,0.0012059058079458,120.0,2368.71428571429,5.5714,63.8571428571429,3.1136678808279,0.0027,0.0016443007242492,0.0005280912374675,9725.1,103.714285714286,40941811708253.0,,,,2.64448374972364,0.002653106345346,0.0016803006853858,,3.0416,0.0017,0.00055892,56,90,13,11,13.7142857142857,17667.0,2295.0,,,,0.12990320937340805
2021-08-18,2785.0,7.0,58,58,19,1.01,0.97,1.05,,25250550994059.8,2.59671430244278,0.0028160522804194,0.0002043330889072,97.0,2388.14285714286,5.8571,61.7142857142857,3.14509285119528,0.0028,0.001294087535556,0.0004114624263204,10163.2,101.714285714286,38909849985858.8,,,,2.79414483821264,0.0010785824345146,0.0006831022085259,,3.0817,0.0018,0.00058409,58,49,19,12,13.8571428571429,16249.0,2095.0,,,,0.128931011139147
2021-08-19,2484.0,6.0,77,77,14,1.01,0.97,1.05,,35424648732174.4,3.67059003068555,0.0002030461557744,0.0007197087693034,99.0,2416.85714285714,6.2857,61.7142857142857,3.06229894817849,0.0027,0.0015476550964657,0.0005053899448276,9596.7,99.5714285714286,43415704534822.2,,,,3.3143864287288,0.0041859440405375,0.0026510978923404,,3.0823,0.0017,0.00055154,77,74,14,14,13.7142857142857,15880.0,2039.0,,,,0.12840050377833753
2021-08-20,2208.0,6.0,51,51,15,1.02,0.98,1.06,,47848442408575.1,2.83452980568145,0.0008914675046987,0.0010623841653274,97.0,2437.71428571429,6.0,59.8571428571429,2.97362476340522,0.0023,0.0014108804411309,0.0004744648546426,8045.4,99.5714285714286,42249794100683.1,,,,3.14186611168921,0.0020811654526534,0.0013180714533472,,3.0278,0.0014,0.00046238,51,75,15,22,14.7142857142857,16429.0,2216.0,,,,0.13488343782336112
2021-08-21,2440.0,8.0,44,44,13,1.01,0.97,1.05,,32342254601449.5,3.17363797834817,0.0011230155536798,0.0032801037828519,91.0,2459.85714285714,6.8571,60.1428571428572,2.92060227367084,0.0024,0.0014918820087351,0.0005108131367918,8626.1,95.2857142857143,41102165431318.3,,,,3.40264423076923,0.0040865384615384,0.002588141025641,,3.0257,0.0015,0.00049575,44,40,13,7,14.7142857142857,13778.0,2066.0,,,,0.14994919436783277
2021-08-22,2461.0,6.0,64,64,11,0.99,0.95,1.03,,69144526394949.7,3.52433476888409,0.0047853408898158,0.0028410822969093,96.0,2464.28571428571,6.8571,60.4285714285714,2.98814066916141,0.003,0.0017518036513451,0.0005862520695308,10738.6,95.1428571428571,43834354511429.1,,,,3.47324287238908,0.0012196981247141,0.0007724754789856,,3.0786,0.0019,0.00061716,64,30,11,6,14.0,12706.0,2076.0,,,,0.16338737604281442
2021-08-23,2382.0,4.0,69,69,18,0.97,0.94,1.01,,37951741298023.9,2.28287533571777,0.0073933502220628,0.0005626451766713,97.0,2482.71428571429,7.0,59.0,2.93392078736456,0.003,0.0019620653311725,0.0006687519784523,10842.5,93.2857142857143,46114691334865.9,,,,2.42406620442854,0.0004473272198613,0.0002833072392455,,3.0491,0.0019,0.00062313,69,101,18,22,14.2857142857143,18653.0,2718.0,,,,0.1457138261941779
2021-08-24,2459.0,11.0,58,58,13,0.97,0.93,1.01,,39752993589995.8,2.3615336939361,0.0027064102399864,0.0017729167811751,90.0,2567.0,6.7143,62.8571428571429,2.98913441913069,0.0033,0.0023003985428527,0.000769586850337,11842.9,93.8571428571429,47304262390446.9,,,,2.62971100219706,0.0038871049518337,0.0024618331361613,,3.0854,0.0021,0.00068062,58,68,13,22,14.0,17636.0,2562.0,,,,0.14527103651621684
2021-08-25,2816.0,7.0,60,60,14,0.98,0.95,1.02,,44375874554835.2,3.06948307087675,0.001100797521578,0.0020237845871773,96.0,2568.42857142857,6.8571,64.2857142857143,3.06030378470637,0.0029,0.0019069558571759,0.0006231263271005,10117.9,95.1428571428571,46436769576969.8,,,,3.16442797591478,0.0053265400648448,0.0033734753744017,,3.0955,0.0018,0.00058149,60,68,14,13,14.0,18833.0,2479.0,,,,0.13163064833005894
2021-08-26,2613.0,7.0,67,67,16,1.01,0.97,1.05,,51387006496231.9,3.29105085810759,0.0035885960098052,0.0021915405280954,86.0,2547.0,6.2857,61.1428571428572,3.1231369117432,0.0034,0.0018596607678156,0.0005954464438696,11575.0,92.5714285714286,42164441957922.1,,,,3.10768251948465,0.0038174009861619,0.0024176872912358,,3.1568,0.0021,0.00066523,67,183,16,13,13.5714285714286,18357.0,2371.0,,,,0.12916053821430518
2021-08-27,2798.0,4.0,78,78,13,1.03,0.99,1.07,,56175439797642.0,3.22102522804437,0.0008647123948239,0.0034307166470887,101.0,2516.85714285714,6.0,61.1428571428572,3.19119085213973,0.0034,0.0021394254267636,0.0006704160064037,11953.9,92.7142857142857,38497743398772.5,,,,3.39584807737674,0.0040103798065581,0.0025399072108201,,3.2023,0.0022,0.00068701,78,67,13,19,12.5714285714286,17908.0,2324.0,,,,0.12977440250167524
